id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,field:phenology (foa)
32832355,2019/09/01 1:29 PM SAST,01/09/2019,2019-09-01 11:29:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-09-16 14:40:49 UTC,2019-09-16 17:37:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/32832355,https://inaturalist-open-data.s3.amazonaws.com/photos/51511503/medium.jpeg,,,,1,0,FALSE,,"Zoar to Willowmore via Oudtshoorn, R62, N12, R341, N9, Western (& Eastern) Cape, South Africa",-33.41403667,23.31418833,50,,,,50,,open,FALSE,,,,Willowmore,Western Cape,South Africa,Western Cape,Eden,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
32832358,2019/09/01 1:30 PM SAST,01/09/2019,2019-09-01 11:30:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-09-16 14:40:50 UTC,2019-09-16 17:37:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/32832358,https://inaturalist-open-data.s3.amazonaws.com/photos/51511536/medium.jpeg,,,,1,0,FALSE,,"Zoar to Willowmore via Oudtshoorn, R62, N12, R341, N9, Western (& Eastern) Cape, South Africa",-33.41029833,23.32499,50,,,,50,,open,FALSE,,,,Willowmore,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
34155797,2019/07/28 3:54 PM SAST,28/07/2019,2019-07-28 13:54:00 UTC,Africa/Johannesburg,1918513,rolandmorisse,Roland Morisse,2019-10-10 11:58:11 UTC,2020-10-26 20:02:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34155797,https://inaturalist-open-data.s3.amazonaws.com/photos/53719333/medium.jpeg,,,,2,0,FALSE,,"Colchester, 6001, South Africa",-33.68381679,25.79612344,61,,,,61,,open,FALSE,,,,Kirkwood,Eastern Cape,South Africa,Eastern Cape,Nelson Mandela Bay,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
34405531,2019/08/15 1:33 PM SAST,15/08/2019,2019-08-15 11:33:00 UTC,Africa/Johannesburg,773840,francoisdurandt,Francois du Randt,2019-10-15 13:11:13 UTC,2020-10-11 08:12:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34405531,https://inaturalist-open-data.s3.amazonaws.com/photos/54145810/medium.jpg,,,,4,0,FALSE,,"Western District, South Africa",-32.00103161,24.6136538,244,,,,244,,open,FALSE,,,,Graaff-Reinet,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
34405532,2019/08/15 1:37 PM SAST,15/08/2019,2019-08-15 11:37:00 UTC,Africa/Johannesburg,773840,francoisdurandt,Francois du Randt,2019-10-15 13:11:13 UTC,2020-10-11 08:12:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34405532,https://inaturalist-open-data.s3.amazonaws.com/photos/54145815/medium.jpg,,,,4,0,FALSE,,"Western District, South Africa",-32.07464144,24.60594157,488,,,,488,,open,FALSE,,,,Graaff-Reinet,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
36340046,2013/06/23 11:19 AM SAST,23/06/2013,2013-06-23 09:19:00 UTC,Africa/Johannesburg,2461905,darragh132,Darragh Woodford,2019-12-04 05:49:34 UTC,2020-10-11 08:14:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36340046,https://inaturalist-open-data.s3.amazonaws.com/photos/57433358/medium.jpeg,,,,4,0,FALSE,,"Western District, South Africa",-33.49021912,26.58042854,31,,,,31,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
37339806,2020/01/01 5:15 PM SAST,01/01/2020,2020-01-01 15:15:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-01-06 15:53:08 UTC,2020-04-16 08:36:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37339806,https://inaturalist-open-data.s3.amazonaws.com/photos/59169164/medium.jpeg,,,,1,0,FALSE,,"Grahamstown due south from the Woest Hill rd towards Southwell, Eastern Cape, South Africa",-33.44234167,26.61797,20,,,,20,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
40579818,2014/09/27 1:46 PM SAST,27/09/2014,2014-09-27 11:46:00 UTC,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2020-03-23 11:24:57 UTC,2023-03-04 08:28:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40579818,https://inaturalist-open-data.s3.amazonaws.com/photos/64315567/medium.jpeg,,Outramps CREW Swartberg North,,3,0,FALSE,,"Vicinity Klaarstroom, South Africa",-33.32155777,22.52247942,164,,,,164,,open,FALSE,,,,Prince Albert,Western Cape,South Africa,Western Cape,Central Karoo,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
41774249,2014/07/18 3:41 PM SAST,18/07/2014,2014-07-18 13:41:00 UTC,Africa/Johannesburg,7682,nicky,Nicola van Berkel,2020-04-09 18:28:49 UTC,2020-10-24 09:30:30 UTC,research,CC-BY,https://www.inaturalist.org/observations/41774249,https://inaturalist-open-data.s3.amazonaws.com/photos/66272753/medium.jpeg,,,,2,0,FALSE,,Egg Rock Karoo Garden,-32.13242,25.6678,5,,,,5,,open,FALSE,,,,Cradock,Eastern Cape,South Africa,Eastern Cape,Chris Hani,Aloe ferox,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
44468234,2020/03/15 12:13 PM SAST,15/03/2020,2020-03-15 10:13:00 UTC,Africa/Johannesburg,1918513,rolandmorisse,Roland Morisse,2020-05-01 12:57:46 UTC,2020-10-26 20:02:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44468234,https://inaturalist-open-data.s3.amazonaws.com/photos/70504981/medium.jpeg,,,,2,0,FALSE,,"Western District, South Africa",-33.4260145,25.86189949,488,,,,488,,open,FALSE,,,,Alexandria,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
44852451,2020/05/03 1:39 PM SAST,03/05/2020,2020-05-03 11:39:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-05-04 07:08:48 UTC,2020-05-22 05:58:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44852451,https://inaturalist-open-data.s3.amazonaws.com/photos/71011496/medium.jpeg,,,,1,0,FALSE,,"Woest Hill Pass (Southwell Rd) from the R67 to the Kowie River, Eastern Cape, South Africa. 3326BC",-33.34563833,26.563275,2,,,,2,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
45877209,2016/08/22 11:46 AM SAST,22/08/2016,2016-08-22 09:46:00 UTC,Africa/Johannesburg,668373,gigilaidler,Gigi Laidler,2020-05-14 15:34:54 UTC,2020-10-10 19:36:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/45877209,https://inaturalist-open-data.s3.amazonaws.com/photos/72761589/medium.jpeg,,karoobiogaps,,3,0,FALSE,,"Western District, South Africa",-32.69146694,24.93607833,,,,,,,open,FALSE,,,,Pearston,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
46000567,2008/07/25 1:05 PM SAST,25/07/2008,2008-07-25 11:05:00 UTC,Africa/Johannesburg,2444095,baldcoot,Dave Brown,2020-05-15 19:09:33 UTC,2020-10-10 19:21:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46000567,https://inaturalist-open-data.s3.amazonaws.com/photos/72958256/medium.jpeg,,,,2,0,FALSE,,"Jansenville District, South Africa",-32.87048029,24.72240901,51,,,,51,,open,FALSE,,,,Jansenville,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
46070914,2020-05-16 10:52:21 AM GMT+02:00,16/05/2020,2020-05-16 08:52:21 UTC,Africa/Johannesburg,2839605,angiemitchell,,2020-05-16 11:45:42 UTC,2020-10-10 19:20:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46070914,https://inaturalist-open-data.s3.amazonaws.com/photos/73073772/medium.jpeg,,,,3,0,FALSE,2,"Knysna Local Municipality, South Africa",-34.05890656,22.9992466,,,,,,,open,FALSE,gps,gps,,Knysna,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
46350084,2008/07/21 1:45 PM SAST,21/07/2008,2008-07-21 11:45:00 UTC,Africa/Johannesburg,2444095,baldcoot,Dave Brown,2020-05-18 07:55:03 UTC,2020-10-10 19:20:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46350084,https://inaturalist-open-data.s3.amazonaws.com/photos/73514212/medium.jpeg,,,,3,0,FALSE,,"South Cape DC, South Africa",-34.17011752,21.33453801,78,,,,78,,open,FALSE,,,,Riversdal,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
46529957,2019/06/15 1:37 PM SAST,15/06/2019,2019-06-15 11:37:00 UTC,Africa/Johannesburg,2972767,jamesadriaanharrison,,2020-05-19 21:16:17 UTC,2020-10-10 19:20:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46529957,https://inaturalist-open-data.s3.amazonaws.com/photos/73798408/medium.jpg,,,One of several dense stands in the area.,6,0,FALSE,,"Western District, South Africa",-33.00426383,25.81779513,244,,,,244,,open,FALSE,,,,Somerset East,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
46757675,2020-05-21 3:34:28 PM GMT+02:00,21/05/2020,2020-05-21 13:34:28 UTC,Africa/Johannesburg,3000050,michellefick,Michelle Fick,2020-05-21 19:20:14 UTC,2021-01-31 16:11:03 UTC,research,,https://www.inaturalist.org/observations/46757675,https://static.inaturalist.org/photos/74154063/medium.jpeg,,,,4,0,FALSE,2,"Eden, ZA-WC, ZA",-34.21815703,21.58832788,104,,,,104,,open,FALSE,gps,gps,,Riversdal,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
48222754,2020/05/31 1:57 PM SAST,31/05/2020,2020-05-31 11:57:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-02 11:46:29 UTC,2020-06-16 21:01:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48222754,https://inaturalist-open-data.s3.amazonaws.com/photos/76502164/medium.jpeg,,,,2,0,FALSE,,"Dirt road from the R67 at Manley Flats southwestwards and down the hill towards the Kowie, Eastern Cape, South Africa",-33.37372667,26.680695,5,,,,5,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
48224463,2020/06/02 9:43 AM SAST,02/06/2020,2020-06-02 07:43:00 UTC,Africa/Johannesburg,842896,nickleggatt,Nick Leggatt,2020-06-02 12:15:01 UTC,2020-10-10 19:14:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48224463,https://inaturalist-open-data.s3.amazonaws.com/photos/76507214/medium.jpeg,,,,2,0,FALSE,,"Hoekwil, Wilderness, South Africa",-33.98837118,22.59913487,5,,,,5,,open,FALSE,,,,George Greater Municipality and marine,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
48353668,2009/08/11 10:26 AM SAST,11/08/2009,2009-08-11 08:26:00 UTC,Pretoria,2512887,wielies,marius,2020-06-03 17:25:10 UTC,2020-10-10 19:14:01 UTC,research,CC-BY,https://www.inaturalist.org/observations/48353668,https://inaturalist-open-data.s3.amazonaws.com/photos/76718652/medium.jpg,,,,3,0,FALSE,,"Central Karoo DC, South Africa",-33.3534692,21.74604949,15,,,,15,,open,FALSE,,,,Prince Albert,Western Cape,South Africa,Western Cape,Central Karoo,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
48664333,2020/05/11 8:27 AM SAST,11/05/2020,2020-05-11 06:27:00 UTC,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2020-06-06 16:10:14 UTC,2023-03-04 08:34:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48664333,https://inaturalist-open-data.s3.amazonaws.com/photos/77226450/medium.jpeg,,Outramps CREW Mossel Bay,,1,0,FALSE,,"George Road, Mossel Bay",-34.17338231,22.12668471,14,,,,14,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
48770628,2020/06/05 3:17 PM SAST,05/06/2020,2020-06-05 13:17:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-07 13:04:58 UTC,2020-10-10 19:10:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48770628,https://inaturalist-open-data.s3.amazonaws.com/photos/77378712/medium.jpeg,,,,1,0,FALSE,,"Grahamstown to Southwell via the Woest Hill rd, Eastern Cape, South Africa",-33.35359167,26.55707833,5,,,,5,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
48770701,2020/06/05 3:22 PM SAST,05/06/2020,2020-06-05 13:22:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-07 13:05:32 UTC,2020-10-10 19:10:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48770701,https://inaturalist-open-data.s3.amazonaws.com/photos/77378916/medium.jpeg,,,,1,0,FALSE,,"Grahamstown to Southwell via the Woest Hill rd, Eastern Cape, South Africa",-33.37699667,26.56456167,5,,,,5,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
49024278,2020/06/08 3:23 PM SAST,08/06/2020,2020-06-08 13:23:00 UTC,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2020-06-09 15:04:26 UTC,2023-03-04 08:35:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49024278,https://inaturalist-open-data.s3.amazonaws.com/photos/77810541/medium.jpeg,,,,2,0,FALSE,,"St Blaize front slope, Point Rd, Mossel Bay",-34.1844828,22.15541923,98,,,,98,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
49024308,2020/06/08 3:37 PM SAST,08/06/2020,2020-06-08 13:37:00 UTC,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2020-06-09 15:04:42 UTC,2023-03-04 08:35:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49024308,https://inaturalist-open-data.s3.amazonaws.com/photos/77812152/medium.jpeg,,,"Beautiful slopes, suffering the effects of excess visitors and paths criscrossing every which way, rubbish and more rubbish. The vegetation allows for informal hideouts. The degradation needs to be addressed urgently",2,0,FALSE,,"St Blaize front slope, Point Rd, Mossel Bay",-34.1844828,22.15541923,98,,,,98,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
49817491,2020-06-16 10:44:54 AM GMT+02:00,16/06/2020,2020-06-16 08:44:54 UTC,Africa/Johannesburg,2622575,esther-and-alba,Esther Jacobs,2020-06-16 09:14:50 UTC,2020-10-10 18:52:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49817491,https://inaturalist-open-data.s3.amazonaws.com/photos/79094231/medium.jpeg,,,"Growing up the embankment around The Point, Mossel Bay.",2,0,FALSE,2,"Point Break Building no. 5, Point Road, Mossel Bay, 6506, South Africa",-34.18468,22.156382,,,,,,,open,FALSE,gps,gps,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
50533705,2020/06/21 11:42 AM SAST,21/06/2020,2020-06-21 09:42:00 UTC,Africa/Johannesburg,741598,andrewgillespie,Andrew Gillespie,2020-06-22 10:37:39 UTC,2020-10-10 18:47:25 UTC,research,CC0,https://www.inaturalist.org/observations/50533705,https://inaturalist-open-data.s3.amazonaws.com/photos/80241898/medium.jpeg,,Aloe,,4,0,FALSE,,"Amatole, South Africa",-32.62145158,28.41724461,20,,,,20,,open,FALSE,,,,Kentani,Eastern Cape,South Africa,Eastern Cape,Amathole,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
50557274,2020/06/21 12:59 PM SAST,21/06/2020,2020-06-21 10:59:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-22 15:21:31 UTC,2020-07-03 06:14:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50557274,https://inaturalist-open-data.s3.amazonaws.com/photos/80267047/medium.jpeg,,,,1,0,FALSE,,"Grahamstown, ridge south of Dassie Krantz, track off N2 and along the Oldenburgia Trail to the forest patch, Eastern Cape, South Africa",-33.33577379,26.5016826,2,,,,2,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
50772315,Wed Jun 24 2020 16:06:54 GMT+0200 (GMT+2),24/06/2020,2020-06-24 14:06:54 UTC,Africa/Johannesburg,3127928,garyk22,,2020-06-24 14:07:10 UTC,2020-10-10 18:46:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50772315,https://inaturalist-open-data.s3.amazonaws.com/photos/80643017/medium.jpg,,,,4,0,FALSE,3,"Settlers Park Nature Reserve, Port Elizabeth, EC, ZA",-33.97292019,25.60542075,8,,,,8,,open,FALSE,,,,Port Elizabeth,Eastern Cape,South Africa,Eastern Cape,Nelson Mandela Bay,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
50972974,2020/06/16 9:54 AM SAST,16/06/2020,2020-06-16 07:54:00 UTC,Pretoria,672394,sandraf,Sandra Falanga,2020-06-26 10:43:17 UTC,2023-03-04 08:36:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50972974,https://inaturalist-open-data.s3.amazonaws.com/photos/80965191/medium.jpeg,,,,2,0,FALSE,,"Die Bakke, Mossel Bay, 6506, South Africa",-34.16647164,22.11336997,15,,,,15,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Aloe ferox,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
50973009,2020/06/16 10:49 AM SAST,16/06/2020,2020-06-16 08:49:00 UTC,Pretoria,672394,sandraf,Sandra Falanga,2020-06-26 10:43:38 UTC,2023-03-04 08:36:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50973009,https://inaturalist-open-data.s3.amazonaws.com/photos/80965682/medium.jpg,,,,2,0,FALSE,,"Die Bakke, Mossel Bay",-34.16708933,22.11456339,19,,,,19,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
50974839,2020/06/17 3:00 PM SAST,17/06/2020,2020-06-17 13:00:00 UTC,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2020-06-26 11:23:37 UTC,2023-03-04 08:36:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50974839,https://inaturalist-open-data.s3.amazonaws.com/photos/80969247/medium.jpeg,,,,3,0,FALSE,,"Die Bakke, Mossel Bay",-34.1669026,22.11434399,17,,,,17,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
50974868,2020/06/17 3:34 PM SAST,17/06/2020,2020-06-17 13:34:00 UTC,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2020-06-26 11:23:49 UTC,2023-03-04 08:36:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50974868,https://inaturalist-open-data.s3.amazonaws.com/photos/80969482/medium.jpeg,,,,3,0,FALSE,,"Die Bakke, Mossel Bay, ",-34.16733346,22.11513258,28,,,,28,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
51107055,2020/06/25 12:46 PM SAST,25/06/2020,2020-06-25 10:46:00 UTC,Africa/Johannesburg,2594180,patnurse,,2020-06-27 16:00:57 UTC,2020-10-10 18:46:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51107055,https://inaturalist-open-data.s3.amazonaws.com/photos/81182115/medium.jpeg,,,Little Karoo,4,0,FALSE,,"South Cape DC, South Africa",-33.67809546,22.38967091,244,,,,244,,open,FALSE,,,,George Greater Municipality and marine,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
51113011,2020/06/20 2:36 PM SAST,20/06/2020,2020-06-20 12:36:00 UTC,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2020-06-27 16:47:22 UTC,2023-03-04 08:36:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51113011,https://inaturalist-open-data.s3.amazonaws.com/photos/81189277/medium.jpeg,,,,3,0,FALSE,,"De Bakke, Mossel Bay",-34.17282903,22.12549705,62,,,,62,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
51318115,2005/06/16 12:52 PM SAST,16/06/2005,2005-06-16 10:52:00 UTC,Africa/Johannesburg,1176097,christiaan_viljoen,Christiaan Viljoen,2020-06-29 02:23:58 UTC,2020-10-10 18:45:39 UTC,research,CC-BY,https://www.inaturalist.org/observations/51318115,https://inaturalist-open-data.s3.amazonaws.com/photos/81513704/medium.jpeg,,,,4,0,FALSE,,"South Cape DC, South Africa",-34.27162839,21.84481859,301,,,,301,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
51382562,2020/06/27 2:00 PM SAST,27/06/2020,2020-06-27 12:00:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-29 18:01:29 UTC,2020-06-30 15:46:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51382562,https://inaturalist-open-data.s3.amazonaws.com/photos/81630236/medium.jpeg,,,,2,0,FALSE,,"N2 between Grahamstown and Hope Fountain, Eastern Cape, South Africa",-33.35933469,26.48577433,5,,,,5,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
51382577,2020/06/27 2:03 PM SAST,27/06/2020,2020-06-27 12:03:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-29 18:01:35 UTC,2020-06-30 15:45:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51382577,https://inaturalist-open-data.s3.amazonaws.com/photos/81630510/medium.jpeg,,,,2,0,FALSE,,"N2 between Grahamstown and Hope Fountain, Eastern Cape, South Africa",-33.38295863,26.44310587,5,,,,5,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
51382585,2020/06/27 2:05 PM SAST,27/06/2020,2020-06-27 12:05:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-29 18:01:36 UTC,2020-06-30 15:43:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51382585,https://inaturalist-open-data.s3.amazonaws.com/photos/81630590/medium.jpeg,,,,2,0,FALSE,,"N2 between Grahamstown and Hope Fountain, Eastern Cape, South Africa",-33.39584972,26.42180391,5,,,,5,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
51382596,2020/06/27 2:06 PM SAST,27/06/2020,2020-06-27 12:06:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-29 18:01:40 UTC,2020-06-30 15:43:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51382596,https://inaturalist-open-data.s3.amazonaws.com/photos/81630697/medium.jpeg,,,,3,0,FALSE,,"N2 between Grahamstown and Hope Fountain, Eastern Cape, South Africa",-33.40063106,26.40589057,5,,,,5,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
51448138,2020/06/27 2:16 PM SAST,27/06/2020,2020-06-27 12:16:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-06-30 08:09:42 UTC,2020-06-30 15:40:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51448138,https://inaturalist-open-data.s3.amazonaws.com/photos/81639175/medium.jpeg,,,,1,0,FALSE,,"N2 south west from Grahamstown to the Hope Fountain turnoff and then east on dirt roads to Salem,  Eastern Cape, South Africa",-33.44149574,26.29087279,5,,,,5,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape Aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,
